YEAR,STATIONID,LON,LAT,NUMBER_FISH
1999,3678,-167.7,57.7,114
1999,3684,-167.1,57.7,123
1999,3690,-166.5,57.7,51
1999,3696,-165.9,57.7,41
1999,3702,-165.3,57.7,31
1999,3709,-164.6,57.7,41
1999,3715,-164,57.7,20
1999,3721,-163.4,57.7,21
1999,3727,-162.8,57.7,103
1999,3734,-162.1,57.7,57
1999,3746,-160.9,57.7,164
1999,3752,-160.3,57.7,92
1999,3759,-159.6,57.7,156
1999,3765,-159,57.7,89
1999,3771,-158.4,57.7,92
1999,4144,-173.5,58,132
1999,4151,-172.8,58,130
1999,4157,-172.2,58,57
1999,4163,-171.6,58,18
1999,4169,-171,58,39
1999,4176,-170.3,58,71
1999,4182,-169.7,58,29
1999,4188,-169.1,58,79
1999,4195,-168.4,58,45
1999,4201,-167.8,58,52
1999,4207,-167.2,58,30
1999,4214,-166.5,58,90
1999,4220,-165.9,58,17
1999,4226,-165.3,58,35
1999,4233,-164.6,58,17
1999,4239,-164,58,37
1999,4246,-163.3,58,48
1999,4252,-162.7,58,39
1999,4258,-162.1,58,33
1999,4264,-161.5,58,91
1999,4271,-160.8,58,84
1999,4277,-160.2,58,44
1999,4283,-159.6,58,162
1999,4289,-159,58,181
1999,4296,-158.3,58,52
1999,4637,-161.5,58.2,86
1999,4701,-174.3,58.3,110
1999,4708,-173.6,58.3,76
1999,4714,-173,58.3,90
1999,4721,-172.3,58.3,108
1999,4728,-171.6,58.3,54
1999,4734,-171,58.3,34
1999,4747,-169.7,58.3,23
1999,4753,-169.1,58.3,48
1999,4759,-168.5,58.3,35
1999,4766,-167.8,58.3,43
1999,4772,-167.2,58.3,36
1999,4778,-166.6,58.3,48
1999,4785,-165.9,58.3,13
1999,4791,-165.3,58.3,18
1999,4798,-164.6,58.3,23
1999,4804,-164,58.3,28
1999,4810,-163.4,58.3,45
1999,4817,-162.7,58.3,60
1999,4823,-162.1,58.3,42
1999,4836,-160.8,58.3,42
1999,4844,-160,58.3,57
1999,4848,-159.6,58.3,200
1999,4934,-170.4,58.4,44
1999,5310,-171.1,58.6,33
1999,5330,-169.1,58.6,22
1999,5362,-165.9,58.6,26
1999,5441,-176.9,58.7,61
1999,5448,-176.2,58.7,47
1999,5454,-175.6,58.7,38
1999,5461,-174.9,58.7,36
1999,5467,-174.3,58.7,50
1999,5473,-173.7,58.7,38
1999,5480,-173,58.7,91
1999,5486,-172.4,58.7,52
1999,5493,-171.7,58.7,34
1999,5506,-170.4,58.7,6
1999,5512,-169.8,58.7,31
1999,5525,-168.5,58.7,39
1999,5531,-167.9,58.7,51
1999,5538,-167.2,58.7,45
1999,5544,-166.6,58.7,30
1999,5557,-165.3,58.7,15
1999,5564,-164.6,58.7,50
1999,5570,-164,58.7,46
1999,5577,-163.3,58.7,57
1999,5583,-162.7,58.7,67
1999,5987,-177.5,59,30
1999,5993,-176.9,59,41
1999,5999,-176.3,59,30
1999,6005,-175.7,59,63
1999,6012,-175,59,48
1999,6018,-174.4,59,63
1999,6025,-173.7,59,23
1999,6031,-173.1,59,49
1999,6037,-172.5,59,11
1999,6044,-171.8,59,32
1999,6051,-171.1,59,26
1999,6057,-170.5,59,7
1999,6064,-169.8,59,23
1999,6070,-169.2,59,14
1999,6077,-168.5,59,37
1999,6083,-167.9,59,53
1999,6090,-167.2,59,41
1999,6096,-166.6,59,46
1999,6103,-165.9,59,9
1999,6109,-165.3,59,31
1999,6116,-164.6,59,45
1999,6122,-164,59,61
1999,6128,-163.4,59,68
1999,6506,-177.1,59.3,70
1999,6513,-176.4,59.3,18
1999,6519,-175.8,59.3,17
1999,6526,-175.1,59.3,64
1999,6532,-174.5,59.3,56
1999,6539,-173.8,59.3,22
1999,6545,-173.2,59.3,58
1999,6552,-172.5,59.3,13
1999,6559,-171.8,59.3,21
1999,6565,-171.2,59.3,16
1999,6572,-170.5,59.3,22
1999,6578,-169.9,59.3,15
1999,6585,-169.2,59.3,27
1999,6591,-168.6,59.3,40
1999,6605,-167.2,59.3,48
1999,6611,-166.6,59.3,12
1999,6617,-166,59.3,10
1999,6624,-165.3,59.3,19
1999,6631,-164.6,59.3,24
1999,6761,-167.9,59.4,28
1999,6800,-164,59.4,32
1999,7048,-170.6,59.6,26
1999,7061,-169.3,59.6,74
1999,7094,-166,59.6,26
1999,7133,-177.2,59.7,64
1999,7140,-176.5,59.7,30
1999,7146,-175.9,59.7,28
1999,7154,-175.1,59.7,85
1999,7161,-174.4,59.7,51
1999,7167,-173.8,59.7,28
1999,7172,-173.3,59.7,33
1999,7180,-172.5,59.7,40
1999,7186,-171.9,59.7,26
1999,7193,-171.2,59.7,25
1999,7206,-169.9,59.7,29
1999,7219,-168.6,59.7,59
1999,7225,-168,59.7,54
1999,7232,-167.3,59.7,31
1999,7239,-166.6,59.7,66
1999,7481,-171.3,59.9,28
1999,7554,-177.8,60,30
1999,7560,-177.2,60,89
1999,7565,-176.7,60,50
1999,7573,-175.9,60,63
1999,7579,-175.3,60,88
1999,7586,-174.6,60,62
1999,7593,-173.9,60,70
1999,7599,-173.3,60,40
1999,7606,-172.6,60,104
1999,7613,-171.9,60,43
1999,7626,-170.6,60,29
1999,7632,-170,60,41
1999,7639,-169.3,60,99
1999,7646,-168.6,60,37
1999,7652,-168,60,17
1999,7967,-176.1,60.3,23
1999,7974,-175.4,60.3,73
1999,7981,-174.7,60.3,46
1999,7987,-174.1,60.3,54
1999,7994,-173.4,60.3,22
1999,8007,-172.1,60.3,52
1999,8015,-171.3,60.3,23
1999,8021,-170.7,60.3,34
1999,8028,-170,60.3,84
1999,8035,-169.3,60.3,73
1999,8041,-168.7,60.3,38
1999,8048,-168,60.3,27
1999,8055,-167.3,60.3,54
1999,8082,-177.4,60.4,39
1999,8089,-176.7,60.4,29
1999,8379,-172.7,60.6,51
1999,8392,-171.4,60.6,40
1999,8445,-178.2,60.7,33
1999,8451,-177.6,60.7,14
1999,8459,-176.8,60.7,20
1999,8465,-176.2,60.7,40
1999,8473,-175.4,60.7,32
1999,8479,-174.8,60.7,43
1999,8486,-174.1,60.7,26
1999,8492,-173.5,60.7,8
1999,8506,-172.1,60.7,60
1999,8748,-177.6,61,23
1999,8754,-177,61,41
1999,8761,-176.3,61,51
1999,8769,-175.5,61,52
1999,8776,-174.8,61,51
1999,8782,-174.2,61,24
1999,8789,-173.5,61,41
1999,8796,-172.8,61,42
1999,8803,-172.1,61,58
1999,8809,-171.5,61,31
1999,8977,-176.9,61.3,39
1999,8983,-176.3,61.3,79
1999,8990,-175.6,61.3,33
1999,8996,-175,61.3,62
1999,9003,-174.3,61.3,40
1999,9010,-173.6,61.3,30
1999,9219,-176.5,61.7,54
1999,9226,-175.8,61.7,23
1999,9233,-175.1,61.7,58
1999,9239,-174.5,61.7,68
1999,9247,-173.7,61.7,65
1999,9349,-175.8,62,69
1999,9356,-175.1,62,62
1999,9362,-174.5,62,95
1999,9370,-173.7,62,75
2000,108,-165.1,54.7,45
2000,230,-166.9,55,60
2000,236,-166.3,55,40
2000,241,-165.8,55,36
2000,248,-165.1,55,41
2000,310,-164.6,55.1,24
2000,408,-167.6,55.3,35
2000,414,-167,55.3,97
2000,420,-166.4,55.3,69
2000,426,-165.8,55.3,86
2000,432,-165.2,55.3,68
2000,439,-164.5,55.3,17
2000,444,-164,55.3,21
2000,450,-163.4,55.3,63
2000,644,-167,55.6,79
2000,726,-168.2,55.7,131
2000,732,-167.6,55.7,23
2000,744,-166.4,55.7,94
2000,750,-165.8,55.7,73
2000,756,-165.2,55.7,37
2000,762,-164.6,55.7,47
2000,768,-164,55.7,101
2000,774,-163.4,55.7,86
2000,780,-162.8,55.7,43
2000,1057,-168.2,56,152
2000,1063,-167.6,56,39
2000,1069,-167,56,43
2000,1075,-166.4,56,57
2000,1081,-165.8,56,39
2000,1087,-165.2,56,24
2000,1093,-164.6,56,48
2000,1098,-164.1,56,93
2000,1105,-163.4,56,110
2000,1111,-162.8,56,54
2000,1116,-162.3,56,101
2000,1421,-170.7,56.3,50
2000,1427,-170.1,56.3,83
2000,1435,-169.3,56.3,108
2000,1440,-168.8,56.3,99
2000,1446,-168.2,56.3,89
2000,1458,-167,56.3,38
2000,1464,-166.4,56.3,43
2000,1470,-165.8,56.3,45
2000,1476,-165.2,56.3,20
2000,1482,-164.6,56.3,99
2000,1488,-164,56.3,86
2000,1494,-163.4,56.3,105
2000,1506,-162.2,56.3,53
2000,1512,-161.6,56.3,48
2000,1518,-161,56.3,38
2000,1593,-167.7,56.4,87
2000,1642,-162.8,56.4,52
2000,1898,-167.1,56.6,108
2000,1959,-161,56.6,55
2000,1997,-172.6,56.7,36
2000,2004,-171.9,56.7,76
2000,2009,-171.4,56.7,25
2000,2016,-170.7,56.7,26
2000,2022,-170.1,56.7,39
2000,2028,-169.5,56.7,124
2000,2034,-168.9,56.7,190
2000,2040,-168.3,56.7,70
2000,2046,-167.7,56.7,149
2000,2059,-166.4,56.7,27
2000,2065,-165.8,56.7,13
2000,2071,-165.2,56.7,20
2000,2077,-164.6,56.7,46
2000,2083,-164,56.7,64
2000,2089,-163.4,56.7,41
2000,2095,-162.8,56.7,70
2000,2101,-162.2,56.7,47
2000,2107,-161.6,56.7,27
2000,2119,-160.4,56.7,57
2000,2126,-159.7,56.7,69
2000,2469,-173.3,57,24
2000,2475,-172.7,57,35
2000,2482,-172,57,70
2000,2488,-171.4,57,19
2000,2494,-170.8,57,17
2000,2500,-170.2,57,81
2000,2507,-169.5,57,106
2000,2513,-168.9,57,135
2000,2519,-168.3,57,48
2000,2525,-167.7,57,66
2000,2531,-167.1,57,186
2000,2537,-166.5,57,93
2000,2544,-165.8,57,47
2000,2550,-165.2,57,38
2000,2556,-164.6,57,43
2000,2562,-164,57,75
2000,2568,-163.4,57,31
2000,2574,-162.8,57,98
2000,2580,-162.2,57,36
2000,2586,-161.6,57,25
2000,2592,-161,57,40
2000,2598,-160.4,57,68
2000,2605,-159.7,57,133
2000,2611,-159.1,57,126
2000,2958,-173.3,57.3,126
2000,2970,-172.1,57.3,44
2000,2976,-171.5,57.3,44
2000,2989,-170.2,57.3,40
2000,2995,-169.6,57.3,89
2000,3001,-169,57.3,220
2000,3007,-168.4,57.3,105
2000,3014,-167.7,57.3,68
2000,3020,-167.1,57.3,194
2000,3026,-166.5,57.3,192
2000,3032,-165.9,57.3,53
2000,3038,-165.3,57.3,27
2000,3045,-164.6,57.3,29
2000,3051,-164,57.3,28
2000,3057,-163.4,57.3,25
2000,3063,-162.8,57.3,99
2000,3076,-161.5,57.3,79
2000,3082,-160.9,57.3,46
2000,3088,-160.3,57.3,156
2000,3094,-159.7,57.3,72
2000,3100,-159.1,57.3,64
2000,3107,-158.4,57.3,79
2000,3128,-172.8,57.4,105
2000,3147,-170.9,57.4,11
2000,3235,-162.1,57.4,97
2000,3466,-172.2,57.6,144
2000,3573,-161.5,57.6,115
2000,3621,-173.4,57.7,133
2000,3627,-172.8,57.7,123
2000,3640,-171.5,57.7,19
2000,3646,-170.9,57.7,45
2000,3652,-170.3,57.7,54
2000,3658,-169.7,57.7,40
2000,3665,-169,57.7,169
2000,3671,-168.4,57.7,89
2000,3678,-167.7,57.7,87
2000,3684,-167.1,57.7,110
2000,3690,-166.5,57.7,61
2000,3696,-165.9,57.7,24
2000,3702,-165.3,57.7,30
2000,3709,-164.6,57.7,29
2000,3715,-164,57.7,26
2000,3721,-163.4,57.7,22
2000,3727,-162.8,57.7,90
2000,3734,-162.1,57.7,64
2000,3746,-160.9,57.7,125
2000,3752,-160.3,57.7,109
2000,3759,-159.6,57.7,125
2000,3765,-159,57.7,96
2000,3771,-158.4,57.7,89
2000,4144,-173.5,58,145
2000,4151,-172.8,58,142
2000,4157,-172.2,58,143
2000,4163,-171.6,58,42
2000,4169,-171,58,66
2000,4176,-170.3,58,54
2000,4182,-169.7,58,17
2000,4188,-169.1,58,126
2000,4195,-168.4,58,32
2000,4201,-167.8,58,36
2000,4207,-167.2,58,45
2000,4214,-166.5,58,78
2000,4220,-165.9,58,33
2000,4226,-165.3,58,18
2000,4233,-164.6,58,38
2000,4239,-164,58,41
2000,4246,-163.3,58,21
2000,4252,-162.7,58,43
2000,4258,-162.1,58,55
2000,4264,-161.5,58,71
2000,4271,-160.8,58,81
2000,4277,-160.2,58,61
2000,4283,-159.6,58,112
2000,4289,-159,58,130
2000,4296,-158.3,58,72
2000,4637,-161.5,58.2,81
2000,4701,-174.3,58.3,100
2000,4708,-173.6,58.3,103
2000,4714,-173,58.3,154
2000,4721,-172.3,58.3,158
2000,4728,-171.6,58.3,65
2000,4734,-171,58.3,45
2000,4747,-169.7,58.3,19
2000,4753,-169.1,58.3,68
2000,4759,-168.5,58.3,57
2000,4766,-167.8,58.3,47
2000,4772,-167.2,58.3,48
2000,4778,-166.6,58.3,44
2000,4785,-165.9,58.3,14
2000,4791,-165.3,58.3,17
2000,4798,-164.6,58.3,19
2000,4804,-164,58.3,19
2000,4810,-163.4,58.3,31
2000,4817,-162.7,58.3,53
2000,4823,-162.1,58.3,62
2000,4836,-160.8,58.3,19
2000,4844,-160,58.3,44
2000,4848,-159.6,58.3,165
2000,4934,-170.4,58.4,68
2000,5310,-171.1,58.6,79
2000,5330,-169.1,58.6,31
2000,5362,-165.9,58.6,42
2000,5441,-176.9,58.7,56
2000,5448,-176.2,58.7,81
2000,5454,-175.6,58.7,57
2000,5461,-174.9,58.7,48
2000,5467,-174.3,58.7,67
2000,5473,-173.7,58.7,19
2000,5480,-173,58.7,122
2000,5486,-172.4,58.7,64
2000,5493,-171.7,58.7,16
2000,5506,-170.4,58.7,31
2000,5512,-169.8,58.7,31
2000,5525,-168.5,58.7,15
2000,5531,-167.9,58.7,51
2000,5538,-167.2,58.7,46
2000,5544,-166.6,58.7,23
2000,5557,-165.3,58.7,26
2000,5564,-164.6,58.7,49
2000,5570,-164,58.7,32
2000,5577,-163.3,58.7,63
2000,5583,-162.7,58.7,93
2000,5987,-177.5,59,25
2000,5993,-176.9,59,66
2000,5999,-176.3,59,23
2000,6005,-175.7,59,50
2000,6012,-175,59,93
2000,6018,-174.4,59,43
2000,6025,-173.7,59,30
2000,6031,-173.1,59,103
2000,6037,-172.5,59,13
2000,6044,-171.8,59,22
2000,6051,-171.1,59,30
2000,6057,-170.5,59,24
2000,6064,-169.8,59,27
2000,6070,-169.2,59,6
2000,6077,-168.5,59,42
2000,6083,-167.9,59,96
2000,6090,-167.2,59,45
2000,6096,-166.6,59,21
2000,6103,-165.9,59,16
2000,6109,-165.3,59,28
2000,6116,-164.6,59,70
2000,6122,-164,59,55
2000,6128,-163.4,59,40
2000,6506,-177.1,59.3,86
2000,6513,-176.4,59.3,26
2000,6519,-175.8,59.3,30
2000,6526,-175.1,59.3,76
2000,6532,-174.5,59.3,44
2000,6539,-173.8,59.3,29
2000,6545,-173.2,59.3,27
2000,6552,-172.5,59.3,17
2000,6559,-171.8,59.3,35
2000,6565,-171.2,59.3,23
2000,6572,-170.5,59.3,35
2000,6578,-169.9,59.3,50
2000,6585,-169.2,59.3,26
2000,6591,-168.6,59.3,51
2000,6605,-167.2,59.3,33
2000,6611,-166.6,59.3,31
2000,6617,-166,59.3,17
2000,6624,-165.3,59.3,23
2000,6631,-164.6,59.3,17
2000,6761,-167.9,59.4,12
2000,6800,-164,59.4,24
2000,7048,-170.6,59.6,74
2000,7061,-169.3,59.6,62
2000,7094,-166,59.6,25
2000,7133,-177.2,59.7,56
2000,7140,-176.5,59.7,13
2000,7146,-175.9,59.7,42
2000,7154,-175.1,59.7,114
2000,7161,-174.4,59.7,33
2000,7167,-173.8,59.7,54
2000,7172,-173.3,59.7,28
2000,7180,-172.5,59.7,31
2000,7186,-171.9,59.7,13
2000,7193,-171.2,59.7,34
2000,7206,-169.9,59.7,38
2000,7219,-168.6,59.7,70
2000,7225,-168,59.7,37
2000,7232,-167.3,59.7,35
2000,7239,-166.6,59.7,65
2000,7481,-171.3,59.9,30
2000,7554,-177.8,60,51
2000,7560,-177.2,60,68
2000,7565,-176.7,60,47
2000,7573,-175.9,60,30
2000,7579,-175.3,60,75
2000,7586,-174.6,60,81
2000,7593,-173.9,60,42
2000,7599,-173.3,60,32
2000,7606,-172.6,60,116
2000,7613,-171.9,60,74
2000,7626,-170.6,60,35
2000,7632,-170,60,52
2000,7639,-169.3,60,97
2000,7646,-168.6,60,54
2000,7652,-168,60,15
2000,7967,-176.1,60.3,44
2000,7974,-175.4,60.3,86
2000,7981,-174.7,60.3,48
2000,7987,-174.1,60.3,29
2000,7994,-173.4,60.3,14
2000,8007,-172.1,60.3,34
2000,8015,-171.3,60.3,28
2000,8021,-170.7,60.3,25
2000,8028,-170,60.3,103
2000,8035,-169.3,60.3,65
2000,8041,-168.7,60.3,39
2000,8048,-168,60.3,28
2000,8055,-167.3,60.3,75
2000,8082,-177.4,60.4,44
2000,8089,-176.7,60.4,47
2000,8379,-172.7,60.6,76
2000,8392,-171.4,60.6,62
2000,8445,-178.2,60.7,41
2000,8451,-177.6,60.7,29
2000,8459,-176.8,60.7,27
2000,8465,-176.2,60.7,32
2000,8473,-175.4,60.7,59
2000,8479,-174.8,60.7,47
2000,8486,-174.1,60.7,7
2000,8492,-173.5,60.7,16
2000,8506,-172.1,60.7,63
2000,8748,-177.6,61,23
2000,8754,-177,61,67
2000,8761,-176.3,61,77
2000,8769,-175.5,61,69
2000,8776,-174.8,61,44
2000,8782,-174.2,61,28
2000,8789,-173.5,61,62
2000,8796,-172.8,61,110
2000,8803,-172.1,61,60
2000,8809,-171.5,61,57
2000,8977,-176.9,61.3,65
2000,8983,-176.3,61.3,107
2000,8990,-175.6,61.3,26
2000,8996,-175,61.3,79
2000,9003,-174.3,61.3,48
2000,9010,-173.6,61.3,30
2000,9219,-176.5,61.7,52
2000,9226,-175.8,61.7,20
2000,9233,-175.1,61.7,70
2000,9239,-174.5,61.7,89
2000,9247,-173.7,61.7,53
2000,9349,-175.8,62,82
2000,9356,-175.1,62,52
2000,9362,-174.5,62,104
2000,9370,-173.7,62,58
2001,108,-165.1,54.7,36
2001,230,-166.9,55,66
2001,236,-166.3,55,45
2001,241,-165.8,55,46
2001,248,-165.1,55,37
2001,310,-164.6,55.1,46
2001,408,-167.6,55.3,55
2001,414,-167,55.3,101
2001,420,-166.4,55.3,60
2001,426,-165.8,55.3,88
2001,432,-165.2,55.3,48
2001,439,-164.5,55.3,24
2001,444,-164,55.3,28
2001,450,-163.4,55.3,64
2001,644,-167,55.6,50
2001,726,-168.2,55.7,119
2001,732,-167.6,55.7,28
2001,744,-166.4,55.7,84
2001,750,-165.8,55.7,98
2001,756,-165.2,55.7,59
2001,762,-164.6,55.7,29
2001,768,-164,55.7,78
2001,774,-163.4,55.7,61
2001,780,-162.8,55.7,54
2001,1057,-168.2,56,94
2001,1063,-167.6,56,36
2001,1069,-167,56,36
2001,1075,-166.4,56,55
2001,1081,-165.8,56,54
2001,1087,-165.2,56,29
2001,1093,-164.6,56,48
2001,1098,-164.1,56,107
2001,1105,-163.4,56,110
2001,1111,-162.8,56,36
2001,1116,-162.3,56,69
2001,1421,-170.7,56.3,31
2001,1427,-170.1,56.3,47
2001,1435,-169.3,56.3,149
2001,1440,-168.8,56.3,41
2001,1446,-168.2,56.3,123
2001,1458,-167,56.3,26
2001,1464,-166.4,56.3,72
2001,1470,-165.8,56.3,40
2001,1476,-165.2,56.3,61
2001,1482,-164.6,56.3,47
2001,1488,-164,56.3,97
2001,1494,-163.4,56.3,111
2001,1506,-162.2,56.3,63
2001,1512,-161.6,56.3,49
2001,1518,-161,56.3,56
2001,1593,-167.7,56.4,58
2001,1642,-162.8,56.4,45
2001,1898,-167.1,56.6,128
2001,1959,-161,56.6,47
2001,1997,-172.6,56.7,30
2001,2004,-171.9,56.7,87
2001,2009,-171.4,56.7,38
2001,2016,-170.7,56.7,32
2001,2022,-170.1,56.7,63
2001,2028,-169.5,56.7,138
2001,2034,-168.9,56.7,192
2001,2040,-168.3,56.7,67
2001,2046,-167.7,56.7,101
2001,2059,-166.4,56.7,13
2001,2065,-165.8,56.7,26
2001,2071,-165.2,56.7,24
2001,2077,-164.6,56.7,58
2001,2083,-164,56.7,64
2001,2089,-163.4,56.7,46
2001,2095,-162.8,56.7,58
2001,2101,-162.2,56.7,68
2001,2107,-161.6,56.7,42
2001,2119,-160.4,56.7,46
2001,2126,-159.7,56.7,74
2001,2469,-173.3,57,10
2001,2475,-172.7,57,47
2001,2482,-172,57,81
2001,2488,-171.4,57,18
2001,2494,-170.8,57,25
2001,2500,-170.2,57,47
2001,2507,-169.5,57,115
2001,2513,-168.9,57,165
2001,2519,-168.3,57,55
2001,2525,-167.7,57,67
2001,2531,-167.1,57,124
2001,2537,-166.5,57,74
2001,2544,-165.8,57,48
2001,2550,-165.2,57,67
2001,2556,-164.6,57,90
2001,2562,-164,57,47
2001,2568,-163.4,57,39
2001,2574,-162.8,57,86
2001,2580,-162.2,57,59
2001,2586,-161.6,57,44
2001,2592,-161,57,26
2001,2598,-160.4,57,54
2001,2605,-159.7,57,90
2001,2611,-159.1,57,84
2001,2958,-173.3,57.3,93
2001,2970,-172.1,57.3,46
2001,2976,-171.5,57.3,11
2001,2989,-170.2,57.3,58
2001,2995,-169.6,57.3,76
2001,3001,-169,57.3,162
2001,3007,-168.4,57.3,118
2001,3014,-167.7,57.3,54
2001,3020,-167.1,57.3,166
2001,3026,-166.5,57.3,121
2001,3032,-165.9,57.3,45
2001,3038,-165.3,57.3,26
2001,3045,-164.6,57.3,53
2001,3051,-164,57.3,33
2001,3057,-163.4,57.3,26
2001,3063,-162.8,57.3,106
2001,3076,-161.5,57.3,46
2001,3082,-160.9,57.3,62
2001,3088,-160.3,57.3,150
2001,3094,-159.7,57.3,67
2001,3100,-159.1,57.3,57
2001,3107,-158.4,57.3,55
2001,3128,-172.8,57.4,92
2001,3147,-170.9,57.4,51
2001,3235,-162.1,57.4,119
2001,3466,-172.2,57.6,130
2001,3573,-161.5,57.6,128
2001,3621,-173.4,57.7,122
2001,3627,-172.8,57.7,165
2001,3640,-171.5,57.7,52
2001,3646,-170.9,57.7,63
2001,3652,-170.3,57.7,55
2001,3658,-169.7,57.7,45
2001,3665,-169,57.7,118
2001,3671,-168.4,57.7,88
2001,3678,-167.7,57.7,86
2001,3684,-167.1,57.7,119
2001,3690,-166.5,57.7,32
2001,3696,-165.9,57.7,36
2001,3702,-165.3,57.7,23
2001,3709,-164.6,57.7,45
2001,3715,-164,57.7,25
2001,3721,-163.4,57.7,25
2001,3727,-162.8,57.7,57
2001,3734,-162.1,57.7,80
2001,3746,-160.9,57.7,167
2001,3752,-160.3,57.7,101
2001,3759,-159.6,57.7,124
2001,3765,-159,57.7,88
2001,3771,-158.4,57.7,70
2001,4144,-173.5,58,92
2001,4151,-172.8,58,137
2001,4157,-172.2,58,142
2001,4163,-171.6,58,23
2001,4169,-171,58,41
2001,4176,-170.3,58,52
2001,4182,-169.7,58,21
2001,4188,-169.1,58,51
2001,4195,-168.4,58,45
2001,4201,-167.8,58,39
2001,4207,-167.2,58,37
2001,4214,-166.5,58,89
2001,4220,-165.9,58,23
2001,4226,-165.3,58,9
2001,4233,-164.6,58,9
2001,4239,-164,58,48
2001,4246,-163.3,58,26
2001,4252,-162.7,58,52
2001,4258,-162.1,58,34
2001,4264,-161.5,58,76
2001,4271,-160.8,58,68
2001,4277,-160.2,58,58
2001,4283,-159.6,58,149
2001,4289,-159,58,103
2001,4296,-158.3,58,75
2001,4637,-161.5,58.2,57
2001,4701,-174.3,58.3,82
2001,4708,-173.6,58.3,91
2001,4714,-173,58.3,125
2001,4721,-172.3,58.3,157
2001,4728,-171.6,58.3,52
2001,4734,-171,58.3,71
2001,4747,-169.7,58.3,26
2001,4753,-169.1,58.3,40
2001,4759,-168.5,58.3,60
2001,4766,-167.8,58.3,61
2001,4772,-167.2,58.3,84
2001,4778,-166.6,58.3,57
2001,4785,-165.9,58.3,34
2001,4791,-165.3,58.3,6
2001,4798,-164.6,58.3,12
2001,4804,-164,58.3,41
2001,4810,-163.4,58.3,35
2001,4817,-162.7,58.3,55
2001,4823,-162.1,58.3,89
2001,4836,-160.8,58.3,23
2001,4844,-160,58.3,45
2001,4848,-159.6,58.3,91
2001,4934,-170.4,58.4,23
2001,5310,-171.1,58.6,43
2001,5330,-169.1,58.6,17
2001,5362,-165.9,58.6,43
2001,5441,-176.9,58.7,95
2001,5448,-176.2,58.7,83
2001,5454,-175.6,58.7,29
2001,5461,-174.9,58.7,37
2001,5467,-174.3,58.7,58
2001,5473,-173.7,58.7,14
2001,5480,-173,58.7,53
2001,5486,-172.4,58.7,49
2001,5493,-171.7,58.7,16
2001,5506,-170.4,58.7,29
2001,5512,-169.8,58.7,16
2001,5525,-168.5,58.7,11
2001,5531,-167.9,58.7,52
2001,5538,-167.2,58.7,52
2001,5544,-166.6,58.7,17
2001,5557,-165.3,58.7,34
2001,5564,-164.6,58.7,45
2001,5570,-164,58.7,40
2001,5577,-163.3,58.7,86
2001,5583,-162.7,58.7,74
2001,5987,-177.5,59,34
2001,5993,-176.9,59,75
2001,5999,-176.3,59,16
2001,6005,-175.7,59,47
2001,6012,-175,59,97
2001,6018,-174.4,59,20
2001,6025,-173.7,59,26
2001,6031,-173.1,59,49
2001,6037,-172.5,59,13
2001,6044,-171.8,59,24
2001,6051,-171.1,59,17
2001,6057,-170.5,59,12
2001,6064,-169.8,59,14
2001,6070,-169.2,59,12
2001,6077,-168.5,59,17
2001,6083,-167.9,59,53
2001,6090,-167.2,59,34
2001,6096,-166.6,59,29
2001,6103,-165.9,59,14
2001,6109,-165.3,59,26
2001,6116,-164.6,59,109
2001,6122,-164,59,59
2001,6128,-163.4,59,67
2001,6506,-177.1,59.3,56
2001,6513,-176.4,59.3,26
2001,6519,-175.8,59.3,18
2001,6526,-175.1,59.3,64
2001,6532,-174.5,59.3,41
2001,6539,-173.8,59.3,27
2001,6545,-173.2,59.3,41
2001,6552,-172.5,59.3,27
2001,6559,-171.8,59.3,30
2001,6565,-171.2,59.3,26
2001,6572,-170.5,59.3,39
2001,6578,-169.9,59.3,27
2001,6585,-169.2,59.3,43
2001,6591,-168.6,59.3,40
2001,6605,-167.2,59.3,46
2001,6611,-166.6,59.3,35
2001,6617,-166,59.3,15
2001,6624,-165.3,59.3,32
2001,6631,-164.6,59.3,26
2001,6761,-167.9,59.4,21
2001,6800,-164,59.4,29
2001,7048,-170.6,59.6,32
2001,7061,-169.3,59.6,88
2001,7094,-166,59.6,37
2001,7133,-177.2,59.7,54
2001,7140,-176.5,59.7,14
2001,7146,-175.9,59.7,9
2001,7154,-175.1,59.7,97
2001,7161,-174.4,59.7,44
2001,7167,-173.8,59.7,44
2001,7172,-173.3,59.7,37
2001,7180,-172.5,59.7,42
2001,7186,-171.9,59.7,33
2001,7193,-171.2,59.7,27
2001,7206,-169.9,59.7,56
2001,7219,-168.6,59.7,31
2001,7225,-168,59.7,25
2001,7232,-167.3,59.7,32
2001,7239,-166.6,59.7,50
2001,7481,-171.3,59.9,21
2001,7554,-177.8,60,42
2001,7560,-177.2,60,73
2001,7565,-176.7,60,25
2001,7573,-175.9,60,36
2001,7579,-175.3,60,94
2001,7586,-174.6,60,73
2001,7593,-173.9,60,43
2001,7599,-173.3,60,43
2001,7606,-172.6,60,130
2001,7613,-171.9,60,25
2001,7626,-170.6,60,36
2001,7632,-170,60,40
2001,7639,-169.3,60,111
2001,7646,-168.6,60,56
2001,7652,-168,60,25
2001,7967,-176.1,60.3,19
2001,7974,-175.4,60.3,87
2001,7981,-174.7,60.3,26
2001,7987,-174.1,60.3,39
2001,7994,-173.4,60.3,8
2001,8007,-172.1,60.3,55
2001,8015,-171.3,60.3,29
