YEAR,STATIONID,LON,LAT,LENGTH,AGE
1998,2500,-170.2,57,39,3
1998,2500,-170.2,57,41,4
1998,2500,-170.2,57,43,2
1998,2500,-170.2,57,69,4
1998,2507,-169.5,57,21,1
1998,2507,-169.5,57,23,1
1998,2507,-169.5,57,49,3
1998,2507,-169.5,57,61,5
1998,2513,-168.9,57,14,1
1998,2513,-168.9,57,21,1
1998,2513,-168.9,57,26,1
1998,2513,-168.9,57,52,3
1998,2519,-168.3,57,16,1
1998,2519,-168.3,57,27,1
1998,2519,-168.3,57,39,2
1998,2519,-168.3,57,55,3
1998,2525,-167.7,57,18,1
1998,2525,-167.7,57,20,1
1998,2525,-167.7,57,31,1
1998,2525,-167.7,57,38,3
1998,2531,-167.1,57,17,1
1998,2531,-167.1,57,19,1
1998,2531,-167.1,57,22,1
1998,2531,-167.1,57,24,1
1998,2537,-166.5,57,18,1
1998,2537,-166.5,57,18,1
1998,2537,-166.5,57,22,1
1998,2537,-166.5,57,28,1
1998,2544,-165.8,57,21,1
1998,2544,-165.8,57,22,1
1998,2544,-165.8,57,35,3
1998,2544,-165.8,57,49,5
1998,2550,-165.2,57,22,1
1998,2550,-165.2,57,26,1
1998,2550,-165.2,57,28,2
1998,2550,-165.2,57,65,5
1998,2556,-164.6,57,21,1
1998,2556,-164.6,57,39,2
1998,2556,-164.6,57,54,5
1998,2556,-164.6,57,58,4
1998,2562,-164,57,17,1
1998,2562,-164,57,20,1
1998,2562,-164,57,23,1
1998,2562,-164,57,26,1
1998,2568,-163.4,57,18,1
1998,2568,-163.4,57,20,1
1998,2568,-163.4,57,22,1
1998,2568,-163.4,57,32,2
1998,2574,-162.8,57,14,1
1998,2574,-162.8,57,16,1
1998,2574,-162.8,57,19,1
1998,2574,-162.8,57,40,3
1998,2580,-162.2,57,14,1
1998,2580,-162.2,57,20,1
1998,2580,-162.2,57,22,1
1998,2580,-162.2,57,39,3
1998,2586,-161.6,57,19,1
1998,2586,-161.6,57,26,2
1998,2586,-161.6,57,30,2
1998,2586,-161.6,57,31,2
1998,2592,-161,57,14,1
1998,2592,-161,57,19,1
1998,2592,-161,57,22,1
1998,2592,-161,57,58,7
1998,2598,-160.4,57,19,1
1998,2598,-160.4,57,32,3
1998,2598,-160.4,57,51,3
1998,2598,-160.4,57,60,5
1998,2605,-159.7,57,16,1
1998,2605,-159.7,57,17,1
1998,2605,-159.7,57,18,1
1998,2605,-159.7,57,21,1
1998,2958,-173.3,57.3,36,2
1998,2958,-173.3,57.3,37,2
1998,2958,-173.3,57.3,44,3
1998,2958,-173.3,57.3,63,4
1998,2970,-172.1,57.3,21,1
1998,2970,-172.1,57.3,27,1
1998,2970,-172.1,57.3,27,1
1998,2970,-172.1,57.3,79,7
1998,2976,-171.5,57.3,23,1
1998,2976,-171.5,57.3,24,1
1998,2976,-171.5,57.3,26,1
1998,2976,-171.5,57.3,36,2
1998,2989,-170.2,57.3,37,2
1998,2989,-170.2,57.3,37,2
1998,2989,-170.2,57.3,41,3
1998,2989,-170.2,57.3,63,5
1998,2995,-169.6,57.3,25,1
1998,2995,-169.6,57.3,33,2
1998,2995,-169.6,57.3,35,3
1998,2995,-169.6,57.3,49,3
1998,3001,-169,57.3,15,1
1998,3001,-169,57.3,15,1
1998,3001,-169,57.3,21,1
1998,3001,-169,57.3,38,2
1998,3007,-168.4,57.3,18,1
1998,3007,-168.4,57.3,53,4
1998,3007,-168.4,57.3,54,4
1998,3007,-168.4,57.3,57,4
1998,3014,-167.7,57.3,19,1
1998,3014,-167.7,57.3,22,1
1998,3014,-167.7,57.3,29,1
1998,3014,-167.7,57.3,46,3
1998,3020,-167.1,57.3,20,1
1998,3020,-167.1,57.3,25,1
1998,3020,-167.1,57.3,48,4
1998,3020,-167.1,57.3,54,3
1998,3026,-166.5,57.3,14,1
1998,3026,-166.5,57.3,22,1
1998,3026,-166.5,57.3,26,1
1998,3026,-166.5,57.3,47,4
1998,3032,-165.9,57.3,21,1
1998,3032,-165.9,57.3,21,1
1998,3032,-165.9,57.3,38,2
1998,3032,-165.9,57.3,42,4
1998,3045,-164.6,57.3,13,1
1998,3045,-164.6,57.3,24,1
1998,3045,-164.6,57.3,40,2
1998,3045,-164.6,57.3,61,5
1998,3051,-164,57.3,20,1
1998,3051,-164,57.3,51,4
1998,3051,-164,57.3,60,5
1998,3051,-164,57.3,70,8
1998,3057,-163.4,57.3,14,1
1998,3057,-163.4,57.3,29,2
1998,3057,-163.4,57.3,44,4
1998,3057,-163.4,57.3,67,5
1998,3063,-162.8,57.3,10,1
1998,3063,-162.8,57.3,10,1
1998,3063,-162.8,57.3,40,3
1998,3063,-162.8,57.3,58,5
1998,3076,-161.5,57.3,19,1
1998,3076,-161.5,57.3,21,1
1998,3076,-161.5,57.3,22,1
1998,3076,-161.5,57.3,25,1
1998,3082,-160.9,57.3,26,2
1998,3082,-160.9,57.3,29,2
1998,3082,-160.9,57.3,32,2
1998,3082,-160.9,57.3,60,4
1998,3088,-160.3,57.3,18,1
1998,3088,-160.3,57.3,19,1
1998,3088,-160.3,57.3,38,2
1998,3088,-160.3,57.3,38,3
1998,3100,-159.1,57.3,15,1
1998,3100,-159.1,57.3,21,1
1998,3100,-159.1,57.3,22,2
1998,3100,-159.1,57.3,52,5
1998,3128,-172.8,57.4,25,1
1998,3128,-172.8,57.4,36,2
1998,3128,-172.8,57.4,64,5
1998,3128,-172.8,57.4,66,5
1998,3147,-170.9,57.4,23,1
1998,3147,-170.9,57.4,50,3
1998,3147,-170.9,57.4,53,4
1998,3147,-170.9,57.4,57,4
1998,3235,-162.1,57.4,18,1
1998,3235,-162.1,57.4,21,1
1998,3235,-162.1,57.4,40,3
1998,3235,-162.1,57.4,66,7
1998,3466,-172.2,57.6,22,1
1998,3466,-172.2,57.6,23,1
1998,3466,-172.2,57.6,23,1
1998,3466,-172.2,57.6,76,5
1998,3573,-161.5,57.6,38,3
1998,3573,-161.5,57.6,43,3
1998,3573,-161.5,57.6,50,4
1998,3573,-161.5,57.6,50,5
1998,3621,-173.4,57.7,16,1
1998,3621,-173.4,57.7,29,1
1998,3621,-173.4,57.7,58,5
1998,3621,-173.4,57.7,66,5
1998,3627,-172.8,57.7,30,2
1998,3627,-172.8,57.7,37,2
1998,3627,-172.8,57.7,38,3
1998,3627,-172.8,57.7,59,5
1998,3640,-171.5,57.7,24,1
1998,3640,-171.5,57.7,24,1
1998,3640,-171.5,57.7,25,1
1998,3640,-171.5,57.7,65,6
1998,3646,-170.9,57.7,41,3
1998,3646,-170.9,57.7,56,4
1998,3646,-170.9,57.7,62,5
1998,3646,-170.9,57.7,66,5
1998,3652,-170.3,57.7,19,1
1998,3652,-170.3,57.7,21,1
1998,3652,-170.3,57.7,30,2
1998,3652,-170.3,57.7,51,4
1998,3658,-169.7,57.7,24,1
1998,3658,-169.7,57.7,59,5
1998,3658,-169.7,57.7,70,5
1998,3658,-169.7,57.7,71,5
1998,3665,-169,57.7,51,3
1998,3665,-169,57.7,51,4
1998,3665,-169,57.7,64,5
1998,3665,-169,57.7,78,7
1998,3671,-168.4,57.7,50,4
1998,3671,-168.4,57.7,58,4
1998,3671,-168.4,57.7,63,5
1998,3671,-168.4,57.7,79,7
1998,3678,-167.7,57.7,14,1
1998,3678,-167.7,57.7,21,1
1998,3678,-167.7,57.7,32,2
1998,3678,-167.7,57.7,37,2
1998,3684,-167.1,57.7,20,1
1998,3684,-167.1,57.7,23,1
1998,3684,-167.1,57.7,24,1
1998,3684,-167.1,57.7,51,3
1998,3690,-166.5,57.7,35,2
1998,3690,-166.5,57.7,45,5
1998,3690,-166.5,57.7,46,2
1998,3690,-166.5,57.7,59,5
1998,3696,-165.9,57.7,18,1
1998,3696,-165.9,57.7,20,1
1998,3696,-165.9,57.7,21,1
1998,3696,-165.9,57.7,33,2
1998,3702,-165.3,57.7,19,1
1998,3702,-165.3,57.7,24,1
1998,3702,-165.3,57.7,24,1
1998,3702,-165.3,57.7,26,1
1998,3709,-164.6,57.7,20,1
1998,3709,-164.6,57.7,37,2
1998,3709,-164.6,57.7,44,3
1998,3709,-164.6,57.7,51,3
1998,3715,-164,57.7,32,2
1998,3715,-164,57.7,37,3
1998,3715,-164,57.7,37,3
1998,3715,-164,57.7,48,3
1998,3721,-163.4,57.7,10,1
1998,3721,-163.4,57.7,17,1
1998,3721,-163.4,57.7,39,3
1998,3721,-163.4,57.7,39,3
1998,3727,-162.8,57.7,16,1
1998,3727,-162.8,57.7,31,2
1998,3727,-162.8,57.7,35,2
1998,3727,-162.8,57.7,41,4
1998,3734,-162.1,57.7,16,1
1998,3734,-162.1,57.7,32,3
1998,3734,-162.1,57.7,39,3
1998,3734,-162.1,57.7,63,5
1998,3746,-160.9,57.7,14,1
1998,3746,-160.9,57.7,22,1
1998,3746,-160.9,57.7,25,1
1998,3746,-160.9,57.7,49,6
1998,3759,-159.6,57.7,16,1
1998,3759,-159.6,57.7,33,2
1998,3759,-159.6,57.7,44,4
1998,3759,-159.6,57.7,48,5
1998,3765,-159,57.7,18,1
1998,3765,-159,57.7,18,1
1998,3765,-159,57.7,30,2
1998,3765,-159,57.7,66,7
1998,3771,-158.4,57.7,20,1
1998,3771,-158.4,57.7,30,2
1998,3771,-158.4,57.7,41,5
1998,3771,-158.4,57.7,46,3
1998,4144,-173.5,58,23,1
1998,4144,-173.5,58,24,1
1998,4144,-173.5,58,39,2
1998,4144,-173.5,58,62,4
1998,4151,-172.8,58,19,1
1998,4151,-172.8,58,22,1
1998,4151,-172.8,58,26,1
1998,4151,-172.8,58,63,5
1998,4157,-172.2,58,25,1
1998,4157,-172.2,58,28,2
1998,4157,-172.2,58,33,2
1998,4157,-172.2,58,50,3
1998,4163,-171.6,58,12,1
1998,4163,-171.6,58,22,1
1998,4163,-171.6,58,30,2
1998,4163,-171.6,58,41,2
1998,4169,-171,58,23,1
1998,4169,-171,58,46,4
1998,4169,-171,58,53,4
1998,4169,-171,58,67,5
1998,4176,-170.3,58,52,3
1998,4176,-170.3,58,52,3
1998,4176,-170.3,58,64,5
1998,4176,-170.3,58,75,7
1998,4182,-169.7,58,34,2
1998,4182,-169.7,58,35,2
1998,4182,-169.7,58,36,2
1998,4182,-169.7,58,36,2
1998,4188,-169.1,58,22,1
1998,4188,-169.1,58,36,2
1998,4188,-169.1,58,40,3
1998,4188,-169.1,58,87,8
1998,4195,-168.4,58,22,1
1998,4195,-168.4,58,23,1
1998,4195,-168.4,58,28,1
1998,4195,-168.4,58,42,3
1998,4201,-167.8,58,22,1
1998,4201,-167.8,58,29,2
1998,4201,-167.8,58,60,5
1998,4201,-167.8,58,63,5
1998,4207,-167.2,58,30,1
1998,4207,-167.2,58,34,2
1998,4207,-167.2,58,38,3
1998,4207,-167.2,58,73,5
1998,4214,-166.5,58,20,1
1998,4214,-166.5,58,35,2
1998,4214,-166.5,58,36,2
1998,4214,-166.5,58,46,2
1998,4220,-165.9,58,34,2
1998,4220,-165.9,58,38,2
1998,4220,-165.9,58,81,7
1998,4220,-165.9,58,81,7
1998,4226,-165.3,58,18,1
1998,4226,-165.3,58,19,1
1998,4226,-165.3,58,32,2
1998,4226,-165.3,58,71,6
1998,4233,-164.6,58,13,1
1998,4233,-164.6,58,18,1
1998,4233,-164.6,58,38,2
1998,4233,-164.6,58,41,3
1998,4239,-164,58,20,1
1998,4239,-164,58,21,1
1998,4239,-164,58,22,1
1998,4239,-164,58,28,1
1998,4252,-162.7,58,15,1
1998,4252,-162.7,58,17,1
1998,4252,-162.7,58,23,1
1998,4252,-162.7,58,40,3
1998,4258,-162.1,58,16,1
1998,4258,-162.1,58,19,1
1998,4258,-162.1,58,20,1
1998,4258,-162.1,58,31,3
1998,4264,-161.5,58,23,1
1998,4264,-161.5,58,34,2
1998,4264,-161.5,58,41,4
1998,4264,-161.5,58,58,6
1998,4271,-160.8,58,10,1
1998,4271,-160.8,58,16,1
1998,4271,-160.8,58,27,2
1998,4271,-160.8,58,44,3
1998,4277,-160.2,58,16,1
1998,4277,-160.2,58,25,1
1998,4277,-160.2,58,30,2
1998,4277,-160.2,58,48,4
1998,4283,-159.6,58,12,1
1998,4283,-159.6,58,15,1
1998,4283,-159.6,58,17,1
1998,4283,-159.6,58,28,2
1998,4296,-158.3,58,14,1
1998,4296,-158.3,58,16,1
1998,4296,-158.3,58,18,1
1998,4296,-158.3,58,56,5
1998,4637,-161.5,58.2,14,1
1998,4637,-161.5,58.2,17,1
1998,4637,-161.5,58.2,18,1
1998,4637,-161.5,58.2,27,2
1998,4701,-174.3,58.3,20,1
1998,4701,-174.3,58.3,35,2
1998,4701,-174.3,58.3,35,2
1998,4701,-174.3,58.3,39,2
1998,4708,-173.6,58.3,29,1
1998,4708,-173.6,58.3,40,3
1998,4708,-173.6,58.3,55,4
1998,4708,-173.6,58.3,69,4
1998,4714,-173,58.3,25,1
1998,4714,-173,58.3,49,3
1998,4714,-173,58.3,70,5
1998,4714,-173,58.3,71,5
1998,4721,-172.3,58.3,20,1
1998,4721,-172.3,58.3,20,1
1998,4721,-172.3,58.3,28,1
1998,4721,-172.3,58.3,53,4
1998,4728,-171.6,58.3,18,1
1998,4728,-171.6,58.3,21,1
1998,4728,-171.6,58.3,24,1
1998,4728,-171.6,58.3,65,5
1998,4734,-171,58.3,18,1
1998,4734,-171,58.3,20,1
1998,4734,-171,58.3,22,1
1998,4734,-171,58.3,23,2
1998,4747,-169.7,58.3,9,1
1998,4747,-169.7,58.3,18,1
1998,4747,-169.7,58.3,26,1
1998,4747,-169.7,58.3,55,4
1998,4753,-169.1,58.3,17,1
1998,4753,-169.1,58.3,20,1
1998,4753,-169.1,58.3,23,1
1998,4753,-169.1,58.3,35,2
1998,4759,-168.5,58.3,19,1
1998,4759,-168.5,58.3,22,1
1998,4759,-168.5,58.3,39,3
1998,4759,-168.5,58.3,43,3
1998,4766,-167.8,58.3,18,1
1998,4766,-167.8,58.3,25,2
1998,4766,-167.8,58.3,25,2
1998,4766,-167.8,58.3,39,2
1998,4772,-167.2,58.3,23,1
1998,4772,-167.2,58.3,25,2
1998,4772,-167.2,58.3,36,2
1998,4772,-167.2,58.3,71,5
1998,4778,-166.6,58.3,16,1
1998,4778,-166.6,58.3,31,3
1998,4778,-166.6,58.3,33,2
1998,4778,-166.6,58.3,59,5
1998,4785,-165.9,58.3,23,2
1998,4785,-165.9,58.3,36,2
1998,4785,-165.9,58.3,42,3
1998,4785,-165.9,58.3,42,3
1998,4791,-165.3,58.3,15,1
1998,4791,-165.3,58.3,25,1
1998,4791,-165.3,58.3,31,2
1998,4791,-165.3,58.3,40,4
1998,4798,-164.6,58.3,17,1
1998,4798,-164.6,58.3,19,1
1998,4798,-164.6,58.3,19,1
1998,4798,-164.6,58.3,30,2
1998,4804,-164,58.3,16,1
1998,4804,-164,58.3,41,3
1998,4804,-164,58.3,41,3
1998,4804,-164,58.3,55,4
1998,4810,-163.4,58.3,22,1
1998,4810,-163.4,58.3,33,3
1998,4810,-163.4,58.3,33,3
1998,4810,-163.4,58.3,50,5
1998,4817,-162.7,58.3,14,1
1998,4817,-162.7,58.3,19,1
1998,4817,-162.7,58.3,24,2
1998,4817,-162.7,58.3,32,2
1998,4823,-162.1,58.3,13,1
1998,4823,-162.1,58.3,15,1
1998,4823,-162.1,58.3,44,3
1998,4823,-162.1,58.3,48,5
1998,4836,-160.8,58.3,13,1
1998,4836,-160.8,58.3,17,1
1998,4836,-160.8,58.3,23,1
1998,4836,-160.8,58.3,51,5
1998,4844,-160,58.3,16,1
1998,4844,-160,58.3,25,2
1998,4844,-160,58.3,51,5
1998,4844,-160,58.3,53,4
1998,4848,-159.6,58.3,16,1
1998,4848,-159.6,58.3,20,1
1998,4848,-159.6,58.3,20,1
1998,4848,-159.6,58.3,33,3
1998,4934,-170.4,58.4,20,1
1998,4934,-170.4,58.4,20,1
1998,4934,-170.4,58.4,36,2
1998,4934,-170.4,58.4,37,2
1998,5310,-171.1,58.6,19,1
1998,5310,-171.1,58.6,33,2
1998,5310,-171.1,58.6,38,3
1998,5310,-171.1,58.6,44,3
1998,5330,-169.1,58.6,32,2
1998,5330,-169.1,58.6,52,4
1998,5330,-169.1,58.6,54,4
1998,5330,-169.1,58.6,54,4
1998,5362,-165.9,58.6,26,2
1998,5362,-165.9,58.6,26,2
1998,5362,-165.9,58.6,30,2
1998,5362,-165.9,58.6,79,13
1998,5441,-176.9,58.7,33,2
1998,5441,-176.9,58.7,33,2
1998,5441,-176.9,58.7,41,2
1998,5441,-176.9,58.7,51,3
1998,5454,-175.6,58.7,20,1
1998,5454,-175.6,58.7,21,1
1998,5454,-175.6,58.7,35,2
1998,5454,-175.6,58.7,65,6
1998,5461,-174.9,58.7,31,2
1998,5461,-174.9,58.7,35,2
1998,5461,-174.9,58.7,48,3
1998,5461,-174.9,58.7,51,4
1998,5467,-174.3,58.7,15,1
1998,5467,-174.3,58.7,15,1
1998,5467,-174.3,58.7,42,2
1998,5467,-174.3,58.7,67,5
1998,5473,-173.7,58.7,43,3
1998,5473,-173.7,58.7,61,5
1998,5473,-173.7,58.7,62,5
1998,5473,-173.7,58.7,78,6
1998,5480,-173,58.7,21,1
1998,5480,-173,58.7,24,1
1998,5480,-173,58.7,49,3
1998,5480,-173,58.7,58,5
1998,5486,-172.4,58.7,19,1
1998,5486,-172.4,58.7,20,1
1998,5486,-172.4,58.7,53,5
1998,5486,-172.4,58.7,65,5
1998,5493,-171.7,58.7,15,1
1998,5493,-171.7,58.7,21,1
1998,5493,-171.7,58.7,22,1
1998,5493,-171.7,58.7,46,3
1998,5506,-170.4,58.7,22,1
1998,5506,-170.4,58.7,22,1
1998,5506,-170.4,58.7,22,1
1998,5506,-170.4,58.7,27,1
1998,5512,-169.8,58.7,20,1
1998,5512,-169.8,58.7,42,3
1998,5512,-169.8,58.7,49,4
1998,5512,-169.8,58.7,52,4
1998,5525,-168.5,58.7,28,2
1998,5525,-168.5,58.7,28,2
1998,5525,-168.5,58.7,32,2
1998,5525,-168.5,58.7,44,2
1998,5531,-167.9,58.7,20,1
1998,5531,-167.9,58.7,36,2
1998,5531,-167.9,58.7,47,4
1998,5531,-167.9,58.7,75,7
1998,5538,-167.2,58.7,18,1
1998,5538,-167.2,58.7,20,1
1998,5538,-167.2,58.7,59,4
1998,5538,-167.2,58.7,59,4
1998,5544,-166.6,58.7,23,1
1998,5544,-166.6,58.7,31,2
1998,5544,-166.6,58.7,33,2
1998,5544,-166.6,58.7,48,5
1998,5557,-165.3,58.7,18,1
1998,5557,-165.3,58.7,22,1
1998,5557,-165.3,58.7,40,3
1998,5557,-165.3,58.7,54,5
1998,5564,-164.6,58.7,16,1
1998,5564,-164.6,58.7,18,1
1998,5564,-164.6,58.7,21,1
1998,5564,-164.6,58.7,53,4
1998,5570,-164,58.7,15,1
1998,5570,-164,58.7,20,1
1998,5570,-164,58.7,24,2
1998,5570,-164,58.7,54,4
1998,5577,-163.3,58.7,18,1
1998,5577,-163.3,58.7,27,3
1998,5577,-163.3,58.7,35,3
1998,5577,-163.3,58.7,46,4
1998,5987,-177.5,59,21,1
1998,5987,-177.5,59,22,1
1998,5987,-177.5,59,22,1
1998,5987,-177.5,59,66,5
1998,5993,-176.9,59,23,1
1998,5993,-176.9,59,63,5
1998,5993,-176.9,59,81,9
1998,5993,-176.9,59,94,9
1998,5999,-176.3,59,16,1
1998,5999,-176.3,59,20,1
1998,5999,-176.3,59,52,4
1998,5999,-176.3,59,53,3
1998,6005,-175.7,59,13,1
1998,6005,-175.7,59,17,1
1998,6005,-175.7,59,19,1
1998,6005,-175.7,59,20,1
1998,6012,-175,59,15,1
1998,6012,-175,59,26,1
1998,6012,-175,59,35,2
1998,6012,-175,59,48,4
1998,6018,-174.4,59,16,1
1998,6018,-174.4,59,18,1
1998,6018,-174.4,59,20,1
1998,6018,-174.4,59,21,1
1998,6025,-173.7,59,15,1
1998,6025,-173.7,59,20,1
1998,6025,-173.7,59,28,2
1998,6025,-173.7,59,64,5
1998,6031,-173.1,59,18,1
1998,6031,-173.1,59,24,2
1998,6031,-173.1,59,24,1
1998,6031,-173.1,59,29,2
1998,6037,-172.5,59,24,1
1998,6037,-172.5,59,29,2
1998,6037,-172.5,59,44,3
1998,6037,-172.5,59,62,5
1998,6044,-171.8,59,20,1
1998,6044,-171.8,59,27,1
1998,6044,-171.8,59,27,1
1998,6044,-171.8,59,44,4
1998,6051,-171.1,59,11,1
1998,6051,-171.1,59,11,1
1998,6051,-171.1,59,18,1
1998,6051,-171.1,59,54,4
1998,6057,-170.5,59,17,1
1998,6057,-170.5,59,22,1
1998,6057,-170.5,59,32,2
1998,6057,-170.5,59,58,4
1998,6064,-169.8,59,47,4
1998,6064,-169.8,59,56,5
1998,6064,-169.8,59,56,5
1998,6064,-169.8,59,66,5
1998,6070,-169.2,59,23,1
1998,6070,-169.2,59,24,1
1998,6070,-169.2,59,34,2
1998,6070,-169.2,59,42,2
1998,6077,-168.5,59,20,1
1998,6077,-168.5,59,21,1
1998,6077,-168.5,59,24,1
1998,6077,-168.5,59,30,2
1998,6083,-167.9,59,24,2
1998,6083,-167.9,59,25,2
1998,6083,-167.9,59,41,3
1998,6083,-167.9,59,53,6
1998,6090,-167.2,59,31,3
1998,6090,-167.2,59,37,2
1998,6090,-167.2,59,54,5
1998,6090,-167.2,59,82,9
1998,6096,-166.6,59,17,1
1998,6096,-166.6,59,20,1
1998,6096,-166.6,59,28,2
1998,6096,-166.6,59,30,2
1998,6103,-165.9,59,28,2
1998,6103,-165.9,59,34,2
1998,6103,-165.9,59,56,5
1998,6103,-165.9,59,65,6
1998,6109,-165.3,59,19,1
1998,6109,-165.3,59,27,1
1998,6109,-165.3,59,41,3
1998,6109,-165.3,59,41,4
1998,6116,-164.6,59,18,1
1998,6116,-164.6,59,18,1
1998,6116,-164.6,59,22,1
1998,6116,-164.6,59,28,2
1998,6122,-164,59,17,1
1998,6122,-164,59,18,1
1998,6122,-164,59,25,2
1998,6122,-164,59,67,8
1998,6506,-177.1,59.3,17,1
1998,6506,-177.1,59.3,22,1
1998,6506,-177.1,59.3,34,1
1998,6506,-177.1,59.3,68,5
1998,6513,-176.4,59.3,20,1
1998,6513,-176.4,59.3,38,2
1998,6513,-176.4,59.3,38,2
1998,6513,-176.4,59.3,38,2
1998,6519,-175.8,59.3,9,1
1998,6519,-175.8,59.3,23,1
1998,6519,-175.8,59.3,24,1
1998,6519,-175.8,59.3,75,7
1998,6526,-175.1,59.3,22,1
1998,6526,-175.1,59.3,25,1
1998,6526,-175.1,59.3,36,2
1998,6526,-175.1,59.3,47,3
1998,6532,-174.5,59.3,16,1
1998,6532,-174.5,59.3,18,1
1998,6532,-174.5,59.3,21,1
1998,6532,-174.5,59.3,61,5
1998,6539,-173.8,59.3,21,1
1998,6539,-173.8,59.3,38,2
1998,6539,-173.8,59.3,44,3
1998,6539,-173.8,59.3,50,3
1998,6545,-173.2,59.3,18,1
1998,6545,-173.2,59.3,19,1
1998,6545,-173.2,59.3,38,2
1998,6545,-173.2,59.3,50,4
1998,6552,-172.5,59.3,14,1
1998,6552,-172.5,59.3,19,1
1998,6552,-172.5,59.3,19,1
1998,6552,-172.5,59.3,72,5
1998,6559,-171.8,59.3,19,1
1998,6559,-171.8,59.3,26,1
1998,6559,-171.8,59.3,42,3
1998,6559,-171.8,59.3,45,3
1998,6565,-171.2,59.3,14,1
1998,6565,-171.2,59.3,21,1
1998,6565,-171.2,59.3,46,4
1998,6565,-171.2,59.3,59,4
1998,6572,-170.5,59.3,19,1
1998,6572,-170.5,59.3,41,3
1998,6572,-170.5,59.3,56,4
1998,6572,-170.5,59.3,71,6
1998,6578,-169.9,59.3,23,1
1998,6578,-169.9,59.3,59,5
1998,6578,-169.9,59.3,68,5
1998,6578,-169.9,59.3,68,5
1998,6585,-169.2,59.3,13,1
1998,6585,-169.2,59.3,30,2
1998,6585,-169.2,59.3,34,2
1998,6585,-169.2,59.3,65,5
1998,6591,-168.6,59.3,20,1
1998,6591,-168.6,59.3,20,1
1998,6591,-168.6,59.3,20,1
1998,6591,-168.6,59.3,22,1
1998,6605,-167.2,59.3,18,2
1998,6605,-167.2,59.3,33,2
1998,6605,-167.2,59.3,52,4
1998,6605,-167.2,59.3,55,5
1998,6611,-166.6,59.3,12,1
1998,6611,-166.6,59.3,36,3
1998,6611,-166.6,59.3,46,4
1998,6611,-166.6,59.3,57,4
1998,6617,-166,59.3,16,1
1998,6617,-166,59.3,16,1
1998,6617,-166,59.3,18,1
1998,6617,-166,59.3,18,1
1998,6624,-165.3,59.3,16,1
1998,6624,-165.3,59.3,30,2
1998,6624,-165.3,59.3,30,2
1998,6624,-165.3,59.3,40,3
1998,6631,-164.6,59.3,39,2
1998,6631,-164.6,59.3,39,2
1998,6631,-164.6,59.3,60,4
1998,6631,-164.6,59.3,61,5
1998,6761,-167.9,59.4,19,1
1998,6761,-167.9,59.4,28,2
1998,6761,-167.9,59.4,28,2
1998,6761,-167.9,59.4,36,2
1998,6800,-164,59.4,27,2
1998,6800,-164,59.4,41,3
1998,6800,-164,59.4,43,4
1998,6800,-164,59.4,54,6
1998,7048,-170.6,59.6,24,1
1998,7048,-170.6,59.6,29,1
1998,7048,-170.6,59.6,58,7
1998,7048,-170.6,59.6,80,8
1998,7061,-169.3,59.6,14,1
1998,7061,-169.3,59.6,24,2
1998,7061,-169.3,59.6,29,2
1998,7061,-169.3,59.6,52,4
1998,7094,-166,59.6,15,1
1998,7094,-166,59.6,15,1
1998,7094,-166,59.6,27,2
1998,7094,-166,59.6,48,4
1998,7133,-177.2,59.7,46,2
1998,7133,-177.2,59.7,46,2
1998,7133,-177.2,59.7,46,2
1998,7133,-177.2,59.7,64,4
1998,7140,-176.5,59.7,26,2
1998,7140,-176.5,59.7,28,2
1998,7140,-176.5,59.7,28,2
1998,7140,-176.5,59.7,40,2
1998,7146,-175.9,59.7,23,1
1998,7146,-175.9,59.7,24,1
1998,7146,-175.9,59.7,50,3
1998,7146,-175.9,59.7,69,5
1998,7154,-175.1,59.7,18,1
1998,7154,-175.1,59.7,18,1
1998,7154,-175.1,59.7,21,1
1998,7154,-175.1,59.7,40,3
1998,7161,-174.4,59.7,21,1
1998,7161,-174.4,59.7,28,1
1998,7161,-174.4,59.7,48,3
1998,7161,-174.4,59.7,73,5
1998,7167,-173.8,59.7,19,1
1998,7167,-173.8,59.7,19,1
1998,7167,-173.8,59.7,34,2
1998,7167,-173.8,59.7,46,3
1998,7172,-173.3,59.7,19,1
1998,7172,-173.3,59.7,20,1
1998,7172,-173.3,59.7,21,1
1998,7172,-173.3,59.7,54,5
1998,7180,-172.5,59.7,11,1
1998,7180,-172.5,59.7,71,6
1998,7180,-172.5,59.7,71,6
1998,7180,-172.5,59.7,78,5
1998,7186,-171.9,59.7,22,1
1998,7186,-171.9,59.7,22,1
1998,7186,-171.9,59.7,24,1
1998,7186,-171.9,59.7,24,1
1998,7193,-171.2,59.7,14,1
1998,7193,-171.2,59.7,21,1
1998,7193,-171.2,59.7,21,1
1998,7193,-171.2,59.7,53,5
1998,7206,-169.9,59.7,22,1
1998,7206,-169.9,59.7,27,2
1998,7206,-169.9,59.7,30,2
1998,7206,-169.9,59.7,56,5
1998,7219,-168.6,59.7,29,2
1998,7219,-168.6,59.7,48,3
1998,7219,-168.6,59.7,49,5
1998,7219,-168.6,59.7,64,5
1998,7225,-168,59.7,15,1
1998,7225,-168,59.7,20,1
1998,7225,-168,59.7,60,5
1998,7225,-168,59.7,82,10
1998,7232,-167.3,59.7,12,1
1998,7232,-167.3,59.7,15,1
1998,7232,-167.3,59.7,15,1
1998,7232,-167.3,59.7,18,1
1998,7239,-166.6,59.7,18,1
1998,7239,-166.6,59.7,19,1
